Date,IOC,TATAMOTORS,M&M,YESBANK,HINDPETRO,IBULHSGFIN,BPCL,VEDL,BHARTIARTL,INFY,INFRATEL,GRASIM,TCS,GAIL,TATASTEEL,EICHERMOT,NTPC,ONGC,BAJAJ-AUTO,HEROMOTOCO,ZEEL,CIPLA,SBIN,HINDALCO,POWERGRID,SUNPHARMA,MARUTI,ADANIPORTS,ULTRACEMCO,INDUSINDBK,UPL,WIPRO,ITC,TITAN,DRREDDY,ICICIBANK,AXISBANK,HDFC,KOTAKBANK,HDFCBANK,ASIANPAINT,LT,JSWSTEEL,RELIANCE,HCLTECH,HINDUNILVR,TECHM
3/31/2010,295.75,757.7,541.35,256.2,318.55,,518.05,470.45,312.55,2615.95,,2814.85,780.65,410.6,632.05,651.35,207.25,1098.7,2014.8,1944.4,268.25,338.35,2078.2,181.25,107.15,1792,1417.95,789.6,1154.85,170.1,149.2,706.95,263.05,1840.6,1274.95,952.5,1168.25,2717.2,748.15,1933.5,2038.85,1630.85,1234.8,1074.25,358.4,239.55,853.1
4/1/2010,298.45,777.65,534.25,258.05,316,,511.85,470.4,302,2670.45,,2828.5,807.8,410.5,652.2,660.7,207.7,1084.45,1997.1,1945.25,267.45,339,2102.6,183.75,106.65,1804.05,1393.15,751.45,1144.25,177.2,149.4,721.35,264,1872.6,1263.9,952.65,1173.55,2782.55,746.85,1939.25,2021.25,1650.7,1250.65,1092.05,356.95,230.4,859.5
4/5/2010,294.1,781.45,548.8,264.2,309.75,,508.55,474.1,316.05,2677.95,,2800.95,803.35,417.25,678.5,680.7,209,1096.95,2095.9,2038.25,276.55,349.95,2138.25,187.25,107.55,1841.7,1397.35,750.95,1147.05,180.8,150.2,722.15,264.8,1871.55,1272.95,985.35,1177.1,2795.05,766.35,1948.5,2057.1,1646.35,1281.05,1125.9,360.8,229.1,860.75
4/6/2010,293.35,774.15,533.5,262.4,308,,506.9,475.2,316.45,2651.25,,2812.9,796.05,417.05,687.6,680.5,209.85,1084.85,2040.6,2039.1,281.35,338.4,2123.55,184.6,107.2,1821.85,1376.65,741.1,1146.65,180.35,154,715.2,266.25,1870.65,1274.7,997.8,1174.55,2824.95,781.95,1932.9,2042.9,1652.05,1273.95,1123.2,346.9,229.9,861.15
4/7/2010,293.45,795.35,529.9,260.45,309.2,,505.4,480,320.4,2643.75,,2891.05,798.05,431.65,685.65,680.6,211.45,1082.9,2077.45,2038.1,280.1,336.3,2110.9,184.6,110.55,1796.85,1402.9,742.45,1149.95,180,153.7,714.75,269.45,1880.3,1281.2,987.35,1164.3,2806.55,787.65,1931.75,2044.6,1646,1259.25,1129.7,346.55,225,851.05
4/8/2010,291.55,778.05,524,259.95,312.1,,508.85,490.65,312.9,2663.75,,2843.95,799.45,426.8,671.25,683.15,210.4,1061.6,2074.85,2017.25,277.3,335.2,2095.9,176.5,111.15,1773.55,1384.1,741.5,1163.1,178.5,154.35,716.75,267.75,1886.45,1275.95,961.1,1156.75,2725.9,786.1,1902.8,2033.4,1625.9,1223.35,1106.55,345.1,222.7,850.5
4/9/2010,289.7,809.65,528.95,263.65,308.75,,505.9,468.75,307.9,2676.2,,2884.35,791.6,424.6,676.2,676.55,211.7,1063.8,2068.3,2056.95,282,335.4,2106.1,178.8,109.65,1769.5,1377.65,742.7,1159.9,178.8,152.9,710.55,269.25,1905.5,1242.55,978.3,1183.45,2843.05,785.95,1949.35,2044.55,1640.75,1227.75,1124.7,343.6,221.35,850.05
4/12/2010,286.25,781.05,517.9,263.3,306.15,,500.5,456.05,308.2,2683.1,,2883.05,798.1,411.2,684.25,676.5,207.9,1052.9,2074.1,2085.95,291.15,334,2092,180.25,108.45,1797.6,1371.55,747.4,1133.8,177.1,151.15,701.75,271.4,1906.2,1202.9,964.65,1176.9,2827.8,765.75,1954.2,2045.4,1605.4,1230.45,1127.35,345,224.5,848.45
4/13/2010,283.7,774.7,508.3,257.75,308.1,,507.8,455.95,307,2781.9,,2857.3,820.85,410.15,691.95,668.7,209.3,1040.35,2097.9,1977.15,289.7,334.8,2093.95,178.35,107.75,1778.95,1363.3,758.25,1138.55,181.15,150.05,719.75,268.6,1905.95,1191.05,942.2,1157.6,2748.3,767.95,1951.7,2059.3,1598.25,1268.05,1120.9,356.75,223.55,846
4/15/2010,282.95,775.35,510.8,251.95,304.65,,508.1,458.1,304.2,2801.6,,2825.7,821.7,402.95,686.1,684.35,209.4,1039.65,2088.75,1953.15,295.05,330.2,2054.05,176.75,107.65,1799.35,1354.85,748.8,1129.85,179.95,150.65,722.15,262.75,1964.45,1230.2,918,1148.3,2689.7,745.05,1957.05,2048.7,1572,1265,1090.7,356.7,225.45,846.6
4/16/2010,281.95,784.75,502.85,249.45,303.1,,499.6,471.55,304.8,2788.6,,2796.05,815.1,409.65,695.7,681.5,207.45,1031.4,2050.5,1923.2,293,330.4,2047.7,174.5,107.9,1808.7,1351.15,749.15,1104.05,176.35,149.7,722.1,269.1,2056.1,1199.9,922.45,1148.4,2674.6,725,1964.25,2051.85,1574,1288.9,1084.25,351.7,227,840.5
4/19/2010,280.8,775.8,503.6,253.85,300.7,,499.25,459.35,305.9,2751.9,,2794.9,811.95,404.35,669.8,685.05,206.35,1003.8,2010.8,1896.4,302.65,333.1,2032.45,178.2,107.55,1763.1,1332.3,745.25,1100.75,182.1,144.95,704.1,264.85,2051.25,1190.8,919.8,1159.3,2693.15,724.75,1934.1,2042.35,1576.35,1225.95,1061.8,348.9,224.75,828.6
4/20/2010,281.25,792.35,510.85,256.55,300.3,,501.05,456.2,304.5,2727.3,,2810.85,789.5,425.45,670.85,680.7,205.5,1002.5,2075.45,1852.55,295,329.05,2098.35,181.7,107.95,1800,1352.35,756.1,1104.9,184.15,144.4,695.65,263.2,2049.7,1163.45,933,1187,2702.85,731.3,1944.55,2081.75,1588.9,1224.7,1063.2,345.35,227.8,822.1
4/21/2010,281.45,809.4,508.25,271.75,298.75,,499.65,461.75,305.7,2712.45,,2826.1,785,426.55,668.85,682.15,206.8,1009.7,2093.3,1889.15,304.6,334.25,2105.8,179.8,110.05,1746.55,1377.45,773.9,1105.3,193.85,144.65,705,262.45,2052.35,1166.65,951.9,1237.4,2704.8,742.6,1941,2050,1577.8,1225.25,1054.1,373.9,232.85,829.95
4/22/2010,281,836.65,508.4,268.95,300.85,,499.2,457.15,303.1,2718.4,,2835.55,785.95,422.65,655.3,692.15,206.65,1015.1,2114.55,1910.6,311.85,331.95,2223.1,179.75,108.65,1709.05,1379.35,782.9,1119.45,189.9,144.5,704.25,264.25,2047.85,1200.35,943.85,1224.95,2736.65,742.15,1934.15,2075.1,1572.3,1204.35,1075.75,382.45,237.35,830.25
4/23/2010,281.05,844.45,521.1,271.05,303.6,,498.75,441.5,298.2,2726.95,,2839.05,780.2,422.1,648.35,689.5,204.8,1017.9,2107.35,1879.65,310.45,331.6,2260.6,178.2,109.65,1684.15,1361.35,784.35,1094.75,190.2,144.8,691.9,266.95,2065.75,1212.95,977.7,1235.9,2727.4,745.9,1951.8,2096,1617.6,1198.25,1088.2,387.8,239.1,824.1
4/26/2010,280.7,850.8,529.35,281.3,301.05,,502.15,440.5,297.4,2738.95,,2846.95,785.1,423.1,656.85,698,204.8,1017.75,2084.4,1869.75,310,329.75,2251.55,184.15,110.4,1603.15,1333.7,762.95,1098.1,191.8,148.65,699.1,267.4,2063.2,1244.3,960.15,1279.6,2829.75,756.35,1989.6,2067.85,1620,1212.4,1071.25,391,241.5,822.25
4/27/2010,281.5,846.55,536.75,275.6,303.4,,503.55,431.2,298.3,2737.45,,2821,787.3,424.75,647.5,697.55,206.45,1044.9,2027.95,1862.45,305.6,335.05,2217.8,183.75,113.2,1596,1283.3,755.85,1094.85,191,149.35,698.4,269.55,2068.5,1258.95,946.95,1276.55,2852.9,752.1,1979.55,2063.15,1629.55,1204.8,1061.25,387.95,242.65,803.9
4/28/2010,279.7,821.55,524.9,277.3,302.05,,505.1,427.85,293.8,2699.5,,2802.65,770.3,421.45,624.35,686.55,206.15,1040.1,2065.25,1848.85,303.65,336.75,2232.2,179.3,114.9,1623.1,1270.35,744.95,1078.25,186.8,145.5,690.8,269.95,2049.25,1246.1,919.45,1254.1,2806.4,736.2,1968.15,2089.55,1592.65,1177.65,1017.25,386.15,241.95,770
4/29/2010,274.3,842.55,523.5,293.25,294.85,,491.3,425.65,296.35,2709.15,,2768.65,759.75,416.15,632.65,802.8,203.2,1046.85,2078.8,1832.55,298.8,332.7,2274,180.3,110.45,1587.45,1289.4,741.15,1015.35,192.65,147.7,689.85,267.15,2108.9,1239.4,947.05,1274.1,2832.65,728.8,1985.75,2075.25,1599.55,1232.45,1035.05,385.45,235.6,768.25
4/30/2010,294.75,872.6,526.15,285.65,315.4,,517.5,428.95,298.55,2738.15,,2729.2,765.4,429.1,618.85,800.9,207.55,1054.8,2093.35,1915.4,304.1,343.15,2300.7,178.5,110.05,1571.2,1279.7,739,972.75,193.9,170.2,671.5,265.85,2129.25,1259.95,951.95,1270,2813.95,738.55,2000.45,2078.8,1615.05,1227.6,1033.6,394.45,239.8,774.2
5/3/2010,305.45,854.45,525.25,286.95,322.5,,519.2,402.2,297,2694.9,,2673.25,766.8,428.05,607.05,800.25,204.95,1047.6,2094.6,1920.5,298.55,337.65,2297.15,172.95,109.35,1573.4,1281.45,728.9,955.5,189.6,172,674.65,264.95,2189.75,1239.15,936.9,1260.5,2801.6,738.55,1969.8,2084.25,1591.9,1221.85,1023.75,389.4,233.75,775.25
5/4/2010,301.95,842.2,517.85,279.4,327.1,,515.8,385.65,289,2666.15,,2589.05,761,426.75,577.85,796.5,204.1,1043.8,2070.45,1921.65,289.65,334.8,2280.1,162.95,107.5,1557.35,1265.35,711.8,926.85,190.9,167.2,660,262.3,2145.65,1232.8,915.2,1249.45,2822.6,732.3,1937,2088.1,1549.35,1144.1,1021.15,398.35,232.35,743.75
5/5/2010,299.35,834.85,518.4,276.35,328.85,,526.55,398.35,296.3,2693,,2584.75,765.75,419.65,573.1,815.85,205.15,1031.05,2073.55,1889.15,293.55,335.2,2276.2,163.65,107.25,1529,1282.55,695.7,968.4,191.55,170.45,671.4,262.15,2194.8,1240.8,903.65,1241.3,2801.15,746.45,1916.35,2060.6,1538.85,1156.05,1020.65,405.05,228.75,736.35
5/6/2010,307.3,813.45,517.8,270.05,332.85,,539.3,392.6,291.95,2658.15,,2614.2,767.1,426.55,575.9,846.5,204.05,1042.85,2066.55,1895.9,286.35,345.6,2311.6,164,106.75,1560.25,1278.5,682.6,950.6,187.65,171.95,659.45,259.05,2171.55,1242.55,902.85,1233.95,2752.8,749.9,1895.5,2033.7,1526.9,1154.85,1007.85,399.9,232.15,734.2
5/7/2010,308.7,762.75,524,264.75,335.25,,549.9,390.6,287.5,2616.85,,2559.75,741.4,419.85,558.35,847.5,202.6,1044.7,2057.8,1885.1,278.9,342.05,2226.15,163,106,1532.1,1279,652.3,945.45,179.5,165.2,637.7,259.15,2159,1205.6,876.6,1191.15,2726.8,712.35,1848.05,2086.25,1517.35,1121.3,1032.8,385.55,234.6,713
5/10/2010,302.3,813.6,553.65,277.95,329.4,,539.7,411.3,294.4,2675.7,,2662.2,770.25,427.75,601.45,849.5,205.25,1050.9,2121.4,1888.35,285.45,319,2307.85,175.45,108.1,1548.35,1295.45,692.55,947.05,181.65,171.9,672.3,261.8,2177.85,1220.45,922.1,1249.45,2789.35,760.9,1934.2,2117.85,1546.8,1211.85,1079.4,398.55,236.95,731.85
5/11/2010,300.8,799.9,563.7,275.9,327.75,,541.65,400.65,284.7,2660.75,,2622.55,756.3,425.2,582.05,827.1,204.9,1029.95,2125.95,1899.25,278.95,313.9,2287.85,169.95,106.75,1538.3,1268.1,702.3,951.6,180.15,174.45,668.05,259.55,2168.25,1194.55,916.6,1259.35,2773.3,746.35,1948.3,2068.5,1544.25,1201.05,1067.8,387.5,236.85,708.55
5/12/2010,301.6,802.65,548.05,272.05,331.2,,540.45,404.6,261.25,2681.7,,2603.3,759.45,431.7,584.45,825.35,206.25,1027.95,2145.5,1900.95,288.6,315.5,2324.2,170.65,106.85,1564.95,1265.25,723.35,967.55,185,170.15,680.9,265.05,2168.75,1260.35,914.75,1289.9,2779.05,768.5,1974.9,2054.5,1563.9,1232.7,1082.95,392.8,238.5,734
5/13/2010,302.1,830.85,566.7,277.1,328.55,,537.25,394.65,258.4,2706.15,,2630.2,765.6,428.85,575.1,830.55,207.75,1045.9,2203.65,1899.25,302.65,314.65,2317.75,169.25,108.35,1577,1275.8,744.2,962.5,185.2,171.55,673.3,266.5,2236.05,1271.95,927,1311.55,2808.75,776.65,1965.35,2112.95,1571,1261.05,1071.8,398.65,238.2,730.85
5/14/2010,308.95,816.25,559.8,272.85,332.4,,549,374.7,264.55,2651.9,,2637.1,763.85,427.75,547.95,810.05,205.85,1044.55,2184.15,1876.8,294.7,313.15,2224.25,163.4,106.25,1591.95,1259.5,712.05,939.2,184.65,169.6,666.4,268.15,2278.55,1292,911.05,1295.75,2776.8,758.1,1951.75,2141,1529.35,1196.2,1043.65,405.4,233.9,713.95
5/17/2010,318.65,789.2,555.4,272.8,336,,542.65,389.6,266.65,2616.35,,2601.8,745.75,433,536.35,825.7,204,1027,2166.95,1849.2,306.3,314.95,2250.75,163.85,103.65,1580.55,1241.5,701.45,945.4,180.05,171.8,645.45,266.15,2250.2,1307.8,901.1,1262.2,2759.45,784.5,1928.85,2124.5,1606.9,1171.1,1016.55,394.35,240.05,719
5/18/2010,316.45,772.35,560.45,272.75,336,,544.3,368.55,267.95,2629.2,,2645.6,735.1,440.95,530.3,813.95,205.15,1051.35,2182.2,1837.05,295.35,311.2,2280,162.85,104,1560.2,1242.45,683,954.45,188.2,172.15,659.85,268.65,2305.55,1311.85,889.2,1254.7,2740,783.4,1895.8,2156.85,1661.05,1150.25,1020.6,396.2,240.05,713.4
5/19/2010,313.5,714.9,525.4,265.2,336.65,,544.3,359.1,259.7,2602.85,,2576.3,721.5,432.2,512.5,826.4,201.8,1025.1,2141.65,1858.6,285.45,312.35,2214.15,156.5,102.7,1555.8,1226.8,654.2,951,180.8,164.4,649.7,259.2,2261.55,1294.5,824.45,1205.05,2673.7,743.8,1868.55,2109.75,1633.6,1081.85,998.65,371.85,233.35,678.7
5/20/2010,325.7,711.9,521.7,274.35,347.05,,557.7,351.15,260.25,2600.75,,2522.9,730,441.85,508.15,825.2,204.55,1118.65,2136.4,1862.65,295.25,317.65,2267.5,156.55,104.1,1563.9,1208.35,649.25,950.35,196.2,166.35,654.1,262.4,2251.55,1317.6,831.65,1207.95,2710.5,749.55,1850.95,2068.6,1642.1,1066.95,999.95,361.4,236.95,661.85
5/21/2010,330.2,709.85,538.35,265.4,347.2,,558.8,340.65,266.2,2581.75,,2452.95,718.7,453.75,509.25,815,196.2,1094.75,2098.75,1855,287.6,316.6,2271.2,151.65,103.35,1545.95,1238.55,671.05,949.55,185.6,165,641.7,271.3,2236.6,1310,834.8,1215.65,2710.2,740.25,1826.55,2021.6,1608.55,1084.6,995.55,367.45,230.7,653
5/24/2010,325.15,706.95,529.2,263.85,342.95,,559.75,338.4,266.05,2600.4,,2394.9,717.6,451.75,501.05,808.85,198.2,1082,2052.45,1893.15,280.95,313.35,2231.2,145.6,102.75,1548.2,1215.65,677,956.1,187.1,162.15,647.95,268.05,2228.7,1289.45,832.1,1198.35,2664.1,740.5,1824.55,2068.9,1631.4,1055.35,1022.65,371,231.7,663.75
5/25/2010,324.6,673.45,515.95,258.2,336.3,,549.25,309.1,264.6,2533.4,,2319,699.55,446.4,476.65,803.7,192.7,1080.3,2018.55,1868.5,276.25,312.9,2155.1,137.75,100.9,1587.4,1198.75,643.25,924.65,179.5,158.95,633.65,260.5,2156.3,1262.45,809.35,1163.9,2610.1,725.4,1803.75,2074,1558.5,994.4,985.65,355,230.55,640.5
5/26/2010,324.7,709.5,517.35,261.25,339.05,,555.25,325.25,263.65,2621.05,,1838.8,738,448.05,484.45,809.4,195.2,1070,2082.75,1898.75,275.75,319.4,2173.6,148.2,103.2,1569.3,1200.7,673.25,932.35,178.3,167.7,650.2,269.1,2129.05,1288.65,847.75,1156.9,2695.05,743.4,1827.75,2085.85,1607.75,1050.35,1008.05,366.5,231.55,634.55
5/27/2010,340.25,741.75,528.45,267.2,351.35,,572.75,337.3,260.65,2643.35,,1872.3,741.85,452.15,492.35,820.15,197.35,1123.2,2114.8,1898.8,277.35,317,2219.4,148.4,101.35,1635.15,1238.15,669.8,937.25,187.35,169.75,657.45,275.9,2181.25,1331.6,856.8,1215.8,2763.8,755.7,1896.6,2106.45,1628.85,1075.2,1022.25,370.15,233,620.55
5/28/2010,341.35,749.5,545.95,281.75,358.4,,563.6,373.75,260.7,2677.45,,1847.65,750.8,448.3,496.85,826.4,201.1,1132.05,2163.4,1919.65,283.05,320.35,2239.4,150.9,103.05,1631.65,1225.2,672.1,938.4,191.9,170.5,663.8,283.2,2220.85,1370.1,864.75,1225.35,2790.15,759.4,1896.8,2100.3,1626.55,1100.05,1036.65,377.1,236.35,644
5/31/2010,353.15,755,572.7,287.95,363.65,,581.15,381.9,262.9,2658,,1823,743.05,453.65,500.7,848.65,202.3,1167.7,2209.35,1937.45,282.8,319,2268.8,150.25,103.3,1664.15,1236.85,696.45,921.75,196.1,182.15,669.65,283.2,2222,1403.85,868.3,1232.35,2789.75,758.55,1888.45,2086.1,1631.35,1108.05,1045.6,382.35,237.2,636.2
6/1/2010,356.95,724.95,564.25,278.95,362.5,,576.65,362.15,257,2624.35,,1785.7,739.2,449.95,480,854.95,197.7,1145.65,2163.6,1924.45,275.55,324,2209.65,143.6,104.05,1680.9,1257,676.75,918.4,187,175.4,658.3,283,2214.2,1405,837.95,1181.7,2706.8,755.6,1855.1,2077.25,1593.6,1054,1010.55,364.95,233.8,638.15
6/2/2010,353.85,746.15,574.55,283.55,365.3,,575.45,373,270.35,2640.25,,1776.5,754.25,454.35,484.3,848.9,197.5,1182.35,2205.35,1986.45,276.1,324.75,2258.25,142.7,104.4,1682.5,1278.25,665.45,948.65,185.5,179,649.95,281.3,2205.55,1405.05,842.3,1201.15,2710.6,754.35,1853.05,2079.85,1631.55,1053.95,1011.05,369.9,237.75,669.2
6/3/2010,352.05,767.25,582.95,295.25,363.6,,579.9,381.6,273.45,2698,,1789.55,765.45,461.65,485.8,845.95,202.3,1211.05,2198.5,1979.45,291.9,323.9,2287.3,145.95,105.6,1702.9,1296.8,686.2,946.05,187.15,181.1,655.6,285.5,2220.05,1395.35,854.1,1242.3,2735.2,759.55,1905.6,2114.9,1666.75,1070.15,1030.8,378.6,247.05,714.7
6/4/2010,354.85,771.6,585.2,292.2,367.25,,579.8,369.2,276.3,2728.95,,1772.5,765.35,460.75,485.25,834.8,202.2,1189.7,2185.1,1996.25,297.3,325.1,2340.75,147.6,105.75,1704.8,1330.05,689.7,952.7,190.35,187.25,655.45,290.85,2248.85,1405.6,865.85,1245.45,2748.9,752.15,1885.7,2146.75,1672,1075.85,1031.2,386.9,251.7,705.3
6/7/2010,342.8,737.1,580.25,286,356.6,,563.5,347.35,268.4,2671.65,,1752.15,753.25,452.9,462.15,822.95,199.85,1179.2,2184.3,1977.85,289.6,322.05,2286.75,140.65,104.45,1694.35,1315.45,661.45,948.6,186.25,185.3,652.75,287.7,2248.45,1403.45,841.95,1214.8,2671,754.4,1876.65,2185.25,1640.2,1031.9,1007.75,373.7,251.05,707.45
6/8/2010,338.25,735.8,570.75,282.55,348.75,,543.75,339.65,258.35,2654.5,,1750.3,750.2,449.95,451.4,796.7,200.15,1164.3,2194.65,1930.65,283.65,324.05,2283.8,132.15,103.05,1687.2,1294.35,663.05,947.55,182,179.75,642.35,289.7,2235.25,1399.15,817.5,1226.2,2702.2,739.9,1862.7,2238,1627.4,1012.05,996.4,365.05,251.4,701.25
6/9/2010,345.95,728.05,578.35,279.25,354.45,,552.75,348.8,272.05,2624.95,,1776.4,733.05,455.65,463.05,794.4,198.6,1190.3,2194.4,1920.6,282.75,324.4,2272.5,132.95,102.45,1686.85,1303,667,944.9,181.55,180.3,629.3,277.6,2225.9,1466.7,824.55,1239.65,2705.15,738.9,1880.9,2283.7,1642.75,1027.15,1007.05,363.85,249.55,701.45
6/10/2010,344.15,759.1,592.75,281.8,354.25,,551,354.1,285.2,2645.55,,1769.7,750.5,456.1,471.45,800.9,200,1188.7,2242.7,2005.75,289.3,335.45,2326.85,138.5,101.95,1702.45,1346.15,682.1,981.8,181.65,187.4,642.55,280.05,2231.55,1497.3,829.05,1248,2749.9,744.1,1916.15,2311.55,1672.4,1050.45,1015.35,366.9,252,715.35
6/11/2010,338.75,764.9,606.7,287.6,346.85,,541,353.95,273.5,2630.75,,1819.6,759.1,459.9,473.6,922.8,199.9,1180,2294.95,2013.35,290.75,337.6,2339.9,139.5,101.4,1682.45,1356.65,683.45,974.6,191.05,183.15,647.4,281.55,2222.35,1466.05,846,1245.8,2808.9,759.35,1946.3,2291.7,1677.05,1039.25,1046.4,369.6,252.75,727.5
6/14/2010,347.95,760.25,615.7,286.7,361.65,,563.15,353.75,269.1,2746.4,,1804.8,781,461.9,484.2,904.35,199.95,1197.1,2283.3,2008.55,297.45,340.3,2345,143.25,103.05,1702,1355.45,690.8,979.25,194.3,183.65,674.2,286.1,2239.1,1411.55,853.65,1256.5,2837.4,770,1973.15,2296.25,1703.9,1043.75,1063.5,380.55,255.45,739.4
6/15/2010,330.2,759.7,608.15,283.7,338.35,,530.6,352.15,269.55,2734.7,,1796.25,766.1,462.2,491.9,939.4,202.15,1166.4,2288.1,2027.95,291.4,338,2364.2,144.75,103.3,1701.5,1342.9,702.8,984.05,192.25,179.55,408.2,291.7,2239.25,1422.2,860.1,1245.25,2859.05,770.65,1963.9,2294.7,1724.45,1063.65,1066.1,384.55,260.15,733.05
6/16/2010,333.6,780.35,629.3,282.85,341.65,,534.3,354.35,266.15,2769.4,,1792.3,774.8,463.6,485.55,940.7,200.45,1164.5,2285.3,2017.1,299.2,333.4,2361.7,145.15,102.65,1702.8,1364.45,708.35,981,190.1,185.9,408.8,290.9,2221.55,1414.15,876.75,1220.6,2912.9,764.75,1976.05,2317.65,1721.2,1057.25,1057.95,382.45,255.9,726.95
6/17/2010,337.25,802.2,634.7,284.2,343.95,,535.4,360.05,267.1,2764.85,,1781,775.3,475.15,480.95,937.65,199.75,1186.05,2290.1,1983.75,300.7,334.65,2350.85,146.75,102.85,1698.75,1379.75,714.4,982.85,192.65,189.5,413.4,293.9,2200.55,1423.45,883.85,1215,2932.75,772.8,1996.1,2368.35,1777,1049.1,1071.4,385.65,253,743.95
6/18/2010,334.35,801.8,619.2,279.9,340.2,,521.7,353.7,264.95,2786.2,,1759.5,783.2,472.45,473.75,922.15,200.8,1193,2281.55,2020.9,294.9,338.1,2372.6,145.35,102.85,1713.35,1351.15,714.35,960.1,195.25,190.3,409.6,294.9,2197.4,1421.7,869.3,1211.5,2930.45,773.05,1991.7,2383.75,1798.5,1038.9,1054.35,389.25,257.75,735.8
6/21/2010,334.45,807.3,636.95,281.65,342.65,,526.55,387.85,264.85,2800.8,,1789.4,787.7,473.35,504.8,923.15,201.2,1204.25,2316.85,2026.4,293,340,2387.8,153.6,103.4,1754.5,1376.25,717.95,969.5,200.65,194.3,415.45,299.1,2197.55,1419.2,899.8,1247.3,2985.45,793.4,1998.85,2429.65,1836.35,1096.9,1065.65,388.25,258.75,731.3
6/22/2010,346.35,797.65,633.15,271.85,354.5,,550.15,375.7,262,2767.1,,1794.5,778.65,470.55,494.05,921.6,199.65,1197.1,2330.65,2020,290.95,336.35,2354.55,151.65,102.6,1761.65,1369.05,716.1,957.4,206.4,194.6,406.4,301.8,2206.15,1409.45,891.6,1235.65,2979.25,793.35,1987.05,2370.7,1825.15,1070.7,1063.8,380.05,261.75,717.05
6/23/2010,348.3,791.05,630.9,276.95,359.05,,558.8,375.25,264.05,2797.75,,1791.85,786.3,476,497.6,909.85,196.75,1194.3,2351.45,2038.9,296.55,339.1,2349.55,152,102.3,1799.25,1407.35,724,955.8,202.05,193.85,404.85,302.85,2208.8,1451.2,900.4,1249.4,2993.65,784.1,1998.75,2408.75,1765.05,1067,1058.7,372.75,266.2,750.65
6/24/2010,341.4,785.2,632.05,271.05,351.55,,550.75,379.7,263.25,2822.7,,1798.75,773.45,476.75,498.4,908.95,194.6,1189.35,2409,2058.4,293.15,341.3,2357.55,151,101.45,1809.8,1386.95,709.75,945.75,199.8,194.85,402.25,305.75,2243.9,1467,885.7,1263.2,3022.3,756.1,2001.6,2459.95,1791.65,1056.5,1052.05,364.15,270.9,739.4
6/25/2010,377.95,768.9,613.35,272.25,402.2,,620.7,367.4,263.05,2777.7,,1798.65,758.5,484.15,490.05,896.75,196,1263.4,2413.6,2056.1,290.55,347.1,2300.8,148.5,101.35,1790.65,1396.8,699.15,931.65,196.5,191.65,389.3,301.45,2264,1483.8,856.55,1249.1,2935.4,750.7,1947.65,2399.45,1759.1,1043.2,1062.95,358.5,266.25,738.65
6/28/2010,397.6,789.25,622.85,272.05,433,,642.5,370.15,265.4,2809,,1815.05,764.75,473.8,500.1,900.45,198.95,1304.85,2458.5,2053.45,292.8,348.4,2303.65,150.65,103.25,1790.75,1394.75,715.5,923.8,200.5,193.85,394.7,297.65,2335.2,1480.1,870.15,1261.95,2958.75,762.95,1950.7,2366.05,1792.9,1063.2,1090.15,362.05,266.75,744
6/29/2010,393.35,770.95,613.9,267.95,436,,635.25,355.8,265.8,2793.55,,1798.55,753.8,472.95,481.6,914.8,197.55,1306,2483.2,2047.3,291.9,340.6,2291.15,144.2,102.55,1756.85,1388.95,721.3,878.7,205.6,191.7,389.65,296.35,2352.2,1455.1,848.3,1240.65,2902.65,744.55,1904.4,2360.55,1796.8,1049.55,1067.45,360.6,262.65,737.85
6/30/2010,403.1,778.5,627.35,269.3,469.5,,662.75,352.65,262.8,2791,,1827.65,751,467.3,485.65,917,199.6,1320.8,2487.6,2048.55,304.85,338.5,2302,144.5,104.1,1785.1,1423.75,738.5,879.3,205.25,184.05,384.5,305.45,2370.25,1451.25,861.7,1242.4,2944.2,770.95,1919,2301.8,1808.95,1061.45,1089.85,364.15,267.55,734.2
7/1/2010,400,762.75,615.15,269.6,469.9,,660.3,351.6,265.05,2767.05,,1845.4,732,466.25,475,910.95,199.95,1302.3,2494.55,2020.15,298.85,335.25,2262.25,142.95,103.25,1752.65,1400.9,729.65,866.6,205.55,181.4,375.15,303,2349.7,1440.45,841.45,1233.65,2915.4,770.15,1907.4,2329.75,1794.15,1036.9,1076.25,363.4,272.5,736.3
7/2/2010,401.3,766.4,602.35,267.8,475.2,,666.75,346.9,264.7,2727.5,,1827.1,743.8,461.8,474.95,901.9,202.45,1306.3,2455.1,2020.95,292.55,336.8,2265.05,143.75,103.55,1755.8,1415.9,714.95,870.55,205.95,182.3,385.6,302.55,2322.7,1435.8,840.05,1237.2,2916.25,759.45,1912.85,2320.8,1786,1029.75,1068.95,352.95,268.4,732.6
7/5/2010,398.8,763.2,610.1,268.4,466.45,,658.75,346.8,267.45,2743.45,,1828.4,739,465,471.75,933.35,199.95,1285.4,2444.95,2022.25,293.85,337.3,2272.5,141.65,102.1,1740.2,1396.1,733.05,867,207.8,180.2,390.05,302.15,2330.45,1461.35,840.6,1235.95,2939.35,763.1,1915.2,2329.55,1790.85,1028.75,1068.3,355.25,266.15,753.65
7/6/2010,394.5,767.9,627.05,275.85,461.9,,663.55,357.15,271.55,2785.1,,1819.65,759.15,465.25,480.4,934.6,200.7,1293.45,2437.9,2013.95,295.15,338.9,2312.8,143.85,102.05,1799.85,1392.35,720.65,863.15,210.15,176.3,397.35,302.9,2385,1470.55,858.8,1253.3,2945,765.55,1964,2345.2,1799.7,1075.9,1073.9,360,267.35,761.5
