Date,IOC,TATAMOTORS,M&M,YESBANK,HINDPETRO,IBULHSGFIN,BPCL,VEDL,BHARTIARTL,INFY,INFRATEL,GRASIM,TCS,GAIL,TATASTEEL,EICHERMOT,NTPC,ONGC,BAJAJ-AUTO,HEROMOTOCO,ZEEL,CIPLA,SBIN,HINDALCO,POWERGRID,SUNPHARMA,MARUTI,ADANIPORTS,ULTRACEMCO,INDUSINDBK,UPL,WIPRO,ITC,TITAN,DRREDDY,ICICIBANK,AXISBANK,HDFC,KOTAKBANK,HDFCBANK,ASIANPAINT,LT,JSWSTEEL,RELIANCE,HCLTECH,HINDUNILVR,TECHM
1/1/2009,426.25,170.5,283.15,78,265.2,,360.1,92.6,719.95,1148.15,,1226.75,496.85,207.85,228.7,235,182.5,684.8,409.75,811.85,143.6,192.95,1316.3,54.2,83.95,1055.65,549.9,333.8,395.5,39.25,108.55,248.15,171.65,939.3,467.6,464.15,516.85,1505.35,370.7,1013.75,888,821.75,238.35,1254.65,122.8,250.75,261.25
1/2/2009,430.9,176.05,288.6,81.4,265.8,,363.65,92.05,704.9,1132.1,,1213.95,498.3,207.65,229.6,240.05,184.15,680.3,415.8,791.65,138.1,191.6,1331.85,56.05,84.35,1048.75,544.4,331.25,386.3,41.4,116.25,243.7,174.5,955.15,468,471.25,541.9,1545.15,391.6,1015.65,902.5,825.35,236.85,1286.4,122.3,247.5,273.9
1/5/2009,421.65,178.45,296.25,88.25,264.3,,359.15,95.85,685.65,1172.8,,1234.8,515.25,214.05,245.6,239.95,180.8,725.25,440.15,778.45,150.1,190.95,1360.8,58.15,82.45,1043.9,557.05,390.4,384.85,46.05,118.9,245.75,172.95,960.75,471.25,499.9,560.1,1630.15,398.55,1044.1,915.3,857.3,245.4,1365.85,126.15,243,283.9
1/6/2009,434.75,186.45,318.3,87.65,267.75,,373.45,94.8,657,1168.55,,1334.85,506.4,210.9,247.05,237.4,177.05,718.9,434.7,790.25,147.95,192.95,1322.85,58.1,81.85,1041.4,561.4,395.2,429.2,43.6,115.85,242.7,174.4,923.05,486.7,523.45,569.75,1680.45,386.85,1100.4,918.3,850.2,252.35,1370.9,130.55,246.9,294.3
1/7/2009,421.15,174.15,302.6,78.7,264.95,,367.85,87.7,650,1187.55,,1336.9,504.8,198.65,233.75,224.45,171.45,690.6,407.25,774.25,144.6,185.9,1240.05,54.8,77.55,1043.15,565.15,352.05,409.4,38.1,109.8,244.65,168.1,895.25,464.9,467.85,522.1,1629.25,363.05,1009.25,892.2,774.65,238.55,1200.75,110.25,251.15,252
1/9/2009,434.9,165.75,312.15,75.9,267.7,,380.65,81.1,638.9,1203.4,,1364.6,536.95,202.55,215,219,178.25,669.1,427.7,802.35,129.8,188.85,1221.1,52.6,77.15,1099.45,585.85,338,396.75,37.5,106.35,250.95,169.65,895.5,459.9,456.6,486.6,1643.7,344.5,1017.5,880.35,720.85,224.1,1153.25,106.65,263.4,249.85
1/12/2009,420.45,161.5,308.95,74.65,259.6,,364.8,76.7,623.85,1159.7,,1359.2,512.55,206.15,200.15,225.45,170.9,653.5,427.7,781.8,124.75,187.1,1158.9,50.15,75.1,1130.35,579.35,369.85,379.35,36.25,106.05,227.4,165.1,888.95,468.45,438,451.7,1616.8,328.7,1003.7,889.1,688.3,215.6,1097.9,108,263.85,246.05
1/13/2009,436.95,155.1,306,70.5,270.75,,375.4,72.7,607.05,1228.15,,1327.85,525.65,206.7,202.5,230,168,630.6,435.3,805,114.1,185.35,1174.9,48.55,74,1134.3,587.5,349.75,365.15,36,110,240.3,168.7,903.65,452.75,425.45,440.3,1553.2,323.25,988.85,912.35,699.85,210.75,1077.55,108.85,254.55,233.4
1/14/2009,436.6,156.35,322.5,73.9,269.7,,374.25,76.05,622.75,1303.6,,1284.05,538.95,204.8,213.1,242.8,171.6,648.6,438.05,827.7,116.25,187.95,1196.9,50.65,74.15,1119.55,595.75,384.75,359.55,38.4,108.05,243.8,170.7,936.55,475.95,441.1,449.4,1586.35,337.5,977.55,915.5,709.2,219,1179.75,118.15,254,235.8
1/15/2009,427.8,150.65,321.65,71.2,273.75,,376.55,74.15,603.65,1251.7,,1302.85,510.45,199.4,197.7,235.2,166.7,625.35,443.65,832.2,125.65,181.95,1147.25,48.25,73.05,1104.55,589.95,373.1,358.8,37.45,104.5,235.25,168.5,931.55,445.2,408.65,434.05,1534.85,305.3,924.8,929.9,706.9,210.2,1142.35,109.1,247,241.65
1/16/2009,437.5,152.95,324.75,74.2,281.3,,385.25,77.9,634.75,1267.4,,1283.75,503,207.55,204.05,234.55,179.85,648.7,461.85,844.7,121.15,183.2,1164.15,50,75.35,1119.9,589.65,375.45,370.65,38.05,104,238.35,171.75,930,447.3,423.75,443.55,1565.5,315.9,937.55,917.45,717.15,211.8,1217.35,117.75,250.8,240.35
1/19/2009,441.95,150.1,309.45,74.05,287.3,,384.6,78.65,646.85,1262.05,,1246.2,500.75,213.15,208.55,228.3,178.4,670.25,499,839.85,130.9,180.25,1146.4,50.65,78.25,1119.15,573.9,362.7,380.7,37.55,102,231.4,170.65,943.35,457.45,412.6,438.3,1546.1,311.95,941.1,933.2,727.65,210.15,1229.9,115.85,254.2,239.8
1/20/2009,447.25,145.75,299.85,71.45,293.8,,392.8,75.15,616.35,1251.75,,1211.7,496.45,206.35,195.05,225.2,185.95,664.15,456.45,836.8,120.4,177.65,1112.9,48.45,87,1100.85,559.6,375.05,388.95,37.25,100.35,228.15,170.65,932.75,467.9,396.3,422.4,1485.8,304.35,912.45,928.7,708.7,205.65,1183.65,111.1,246.05,236.7
1/21/2009,439.55,139.9,296.35,68.25,287.85,,388.3,71.7,583.05,1223.85,,1141.35,492.3,205.4,188.9,225.05,179.95,650.05,453.2,841.5,110.1,180.05,1081.2,47.4,81.2,1078.9,539.75,356.55,389.7,35.9,104.35,219.7,171.25,915.9,447.05,369.35,407.7,1373.55,293.5,889.45,927.8,685.15,201.15,1119.85,115.75,255.1,226.7
1/22/2009,433.15,132.9,287.55,66.55,283.75,,385.1,70.6,619.2,1230.9,,1185.45,496.6,202.8,179.25,224.65,178.55,649.5,472.25,849.45,97.8,172.85,1090.3,43.85,85.05,1103.8,519.4,369.1,388.9,34.8,94.55,218,170.6,898.25,428.5,378.05,416.05,1403.25,276.9,900.5,902.7,664.65,195.8,1136.3,111.75,253.25,229.4
1/23/2009,433.25,135.05,264.65,63.5,273.05,,366.6,68.4,613.15,1204.65,,1132.5,486.15,199.4,166.3,220.15,179.85,646.5,457.55,846.6,91.55,186.05,1041.5,43.5,86.25,1071.65,515.2,363.9,395.8,32.85,89.7,213.55,170.4,919.4,432.2,363.85,384.3,1389.1,256.15,872.45,920.75,641.05,186.65,1156.15,107,246.8,209.3
1/27/2009,431.9,140.35,272.2,58.4,278.6,,384.5,72.75,647.4,1252.1,,1177.05,499.1,188.65,171.95,219.4,190.1,621.15,453.1,857.15,98.1,191.1,1087.65,44.2,89.05,1141.25,537.65,375.7,391,32.85,91.5,226.05,170.8,910.85,443.9,381.1,394.75,1445.6,260,889.45,801.4,637.75,193.9,1225.95,112.55,253.35,215.75
1/28/2009,433.85,146.65,283.3,60.1,270.55,,378.4,80.65,652.15,1286.7,,1181.4,507.45,201.25,177.2,217.1,191.25,641.25,462.3,870.8,111,194.2,1112.45,44.35,91.05,1158.2,520.55,394.55,412.15,32.95,94.15,234.1,175.65,945.5,442.55,408.05,422.85,1504.55,275.25,911.75,780.6,671.7,204.65,1274,113.9,259.05,224.15
1/29/2009,434.45,152.05,294.4,60.7,277.2,,389.55,81.3,627.4,1310.15,,1180.85,509.4,197,183.7,215.15,190.25,639.1,477.55,884.25,107.35,191,1099.25,46.05,90.45,1146.1,544.45,381.45,415.2,32.7,92.3,227.25,175.45,941.85,453.05,410.1,435.65,1530.2,280.15,923.45,749.8,661.05,207.5,1270.1,109.15,257.05,230.35
1/30/2009,446.15,149.65,302.25,61.15,285.85,,391.95,84.95,633.95,1306.65,,1195.8,511.6,195.3,184.6,217.85,189.65,654.95,474.75,876.85,110.35,191.95,1151,48.95,88.25,1074.45,568.3,386.15,395.95,33.35,93.95,231.55,180.1,918.4,449.8,416.25,433.7,1531.6,283.75,925.6,788.75,690.25,211.1,1323.6,116.1,261.65,237.9
2/2/2009,440.95,143.75,291.75,60.15,287.45,,381.85,79.8,615.8,1279.65,,1191.3,491.3,202.25,172.5,219,181.2,639.5,466.45,878.05,104.15,192.05,1095.8,46.15,83.6,1047.05,567,389.6,388.45,32.7,96.1,220.05,178.2,881.65,448.9,385.1,397.85,1421.5,274.35,888.7,775.85,660.55,196.75,1280,113.3,261.9,235.45
2/3/2009,440.85,133.2,288.75,58.7,288.15,,387.5,81.05,625,1282.5,,1273.25,499.85,201.85,170.75,228.25,176.9,651.4,459.9,878.15,96.85,192.4,1092.3,44.9,84.95,1045.7,583.75,380.6,412.95,31.75,96.65,224.7,180.9,840.8,437.8,392,395.5,1431.3,272.65,898.2,769,657.6,189.7,1306.2,117.75,266.1,232.4
2/4/2009,440.05,135.45,281.2,58.65,290.35,,389.15,86.6,634.3,1281.65,,1290.9,498.65,205.55,179.55,231.5,176.85,665.5,457.2,877.75,101.7,195.05,1096.8,44.3,85.75,1046.55,602,368.55,412.8,32.15,92.45,224.05,180.9,803.95,436.6,389.7,395.15,1438.55,272.95,885.85,771,655.3,199.3,1307.5,122.1,267.9,231.25
2/5/2009,437.95,131.1,265.65,58.4,291.1,,390.25,91.05,628.65,1255.85,,1330.45,482.9,202.2,181.8,226.3,176.85,663.6,456.45,873.45,104.4,194,1094.75,43.45,85.25,1048.95,577.05,367.9,412.1,32.2,92.5,219.85,181.3,784.6,447.95,390.55,392.3,1387.9,260.95,884.25,782.25,636.6,195.35,1288.8,121.55,263.4,225.25
2/6/2009,442.9,137.5,274.65,58.8,292.4,,390.3,98.75,647.05,1288.9,,1403,502.8,205.6,186.5,221.8,180.35,683.25,454.85,880,108.85,191.2,1118.6,44.15,86.4,1056.45,577.7,375.2,416.05,33.05,94.1,224.25,182.55,814.7,458.9,407.1,403,1412,265.95,898.4,792.05,638.9,210.35,1344.85,125.5,260.6,232
2/9/2009,448.55,141.6,274.85,60.15,294.6,,398.55,99.95,665.75,1312.1,,1418.95,515,206.75,199.65,226.1,182.95,724.4,458.4,885.45,117.9,192.35,1147.55,45.95,86.45,1091.55,595.2,385.5,413.05,34.35,92.05,226.15,183.15,857.1,465.05,428.35,422.45,1492.05,273.4,919.45,794.05,674.4,224.5,1389.7,119.75,260.15,234.7
2/10/2009,448.7,138.2,282.55,60.2,298.9,,400.7,99.8,663.55,1308.4,,1413.25,524.6,213.05,196.85,222.7,180.3,717.45,466.55,888.5,129.25,194.7,1164.1,44.95,86.3,1122.25,608.4,376.45,418.9,34.35,95,225.85,180.35,858.6,464.35,428.7,421,1510.2,280.95,947,830.8,698.55,224.4,1401.95,117.45,258.95,236.8
2/11/2009,452.85,136.1,280.35,60.55,300.65,,410.5,97,673.45,1301.9,,1358.95,514.75,218.6,190.15,220.85,180.45,706.75,456.4,902.45,113.9,192.35,1158.9,44.95,86.5,1096.55,632.3,371.6,420.6,35.05,93.4,221.95,180.2,853.05,444.95,435.2,430.95,1531.95,275.7,934.5,804.35,689.45,219.8,1381.25,115,259.2,233.45
2/12/2009,451,136.3,299.65,59.65,302.65,,407.2,93.65,650.85,1254.55,,1349.5,509.9,214.6,185.6,218.35,179.85,693.6,478.25,918.35,113.8,191,1159.2,45.15,90.7,1108.85,613.85,367.4,412.05,34.85,93.1,222.35,178.3,853.3,434.8,421.4,430.5,1525.05,272.8,933.85,803.55,682.45,225.35,1351.55,114.2,258.7,244.6
2/13/2009,450.25,137.75,320.6,59.65,297.85,,409.4,95.65,651.75,1251.65,,1366.35,511.2,212.35,194.15,217.35,182.95,704.8,476.2,932.15,119.85,191.75,1195.9,45.75,93.8,1066.9,628.8,368.3,420.7,34.45,97.15,223.8,179.3,852.75,430.5,434.4,440.4,1540.4,280.3,944.15,830.1,702.2,232.15,1392.4,113.95,259.25,249.55
2/16/2009,445.55,136.25,313.95,57.95,289.85,,397.15,90.9,637.75,1221.45,,1352.15,500.75,207.55,184.15,218,178.05,687.5,464.9,934.5,118.1,189.95,1136.85,44.3,89.45,1053.7,622.1,358.55,422.35,33.3,101.05,216.05,181.15,838.75,410.3,409,418.8,1498.55,266.9,913.95,807.1,666.8,214.85,1320.2,110.45,256.25,245.4
2/17/2009,445.2,130.8,298.45,56.6,289.9,,394.95,87.1,632.65,1173.95,,1325.8,485.25,199.6,171.65,216.35,174.15,677.4,475.75,945.15,111.6,189.55,1098.8,42.4,85.5,1047.8,602.6,345.95,409.85,32.15,98.9,209.65,180.55,792.7,401.2,385.7,399.15,1433.6,260.25,880.3,799.5,658.4,212.8,1267.3,109.3,252.45,237.45
2/18/2009,455.4,133.3,284.9,56.3,301.35,,415.4,89.2,640.85,1178.8,,1344.55,480.75,199.7,170.75,217,176.4,670.8,495.5,932.45,112.05,192.35,1070.9,41.6,87.85,1038.45,616.9,334.15,420.2,31.8,99,209.2,180.05,763.8,398.15,369.5,394.25,1362.35,256.2,876.4,795,651.95,208.65,1295.15,108.65,253.45,238.8
2/19/2009,455.55,134.55,290.45,55.75,297.45,,414.5,87.7,648.45,1208.85,,1375.25,489.5,200.65,172.45,216.9,179.1,679.85,497.15,930.9,114.3,192,1058.7,40.1,88.15,1037.45,631.8,352,419.15,31.45,100,220.35,181.05,769.3,405.95,361.5,388.45,1392.8,252.4,884.55,800,640.35,208.75,1293.75,109.05,249.3,266.65
2/20/2009,453.15,133.75,281.55,53.7,296.3,,412.65,81.7,642.7,1177.15,,1345.8,474.05,200.3,168.1,211.05,177.75,672.9,499.65,917.25,112.05,188.35,1044.05,39.35,86.3,1022.35,629.5,351.25,416.95,31.3,95.8,215.25,180.2,765.65,395.2,335.85,372.7,1352.4,244.65,866.5,798.15,621.45,197.1,1253.4,103.5,249.25,269.85
2/24/2009,452.35,132.1,295.9,52.1,293.9,,408.25,81.7,636.65,1185.55,,1382.75,468.9,196.35,160.75,211.55,178.2,679.8,493.85,899.05,108.55,186,1027.8,39,91.8,1004.9,641.2,346.2,424.15,30.65,90.95,212.9,180.6,789.3,397.7,335.95,363.65,1291.7,249.7,854.5,791,624.5,184.1,1253.25,100.7,252.9,271.45
2/25/2009,450.05,140.1,317.2,53.55,286.4,,401.95,79.7,640.75,1217.45,,1408.2,480.75,197.1,162.4,212.85,180.2,700.35,509.95,895.95,111.6,187,1036.6,40,91.55,1022.7,663.9,345.25,440.65,30.8,88.35,217.6,181.9,782,403.25,340.6,366.05,1254.75,253.3,864.3,790.4,611.9,185,1266.55,100.9,251.55,275.8
2/26/2009,438.05,149.95,318.75,51.95,276.4,,385.85,82.3,652.2,1236,,1465.3,482.2,202.2,163.05,213,184.75,719.75,526.05,927.1,112.95,192.55,1023.05,38.55,92.9,1018.9,690.75,345.1,476,30.05,87.45,215.15,184.05,762.35,406.6,324.85,346.3,1212.05,251.1,874.8,787.3,609.9,184.6,1290.8,99.1,253.7,257.95
2/27/2009,437.7,149.3,311.7,51.3,279.8,,382.9,81,638.5,1231.25,,1373.1,483.1,203.6,172.8,218.35,185,691,535.05,929.7,106.85,191.5,1025.3,38.6,96.9,1017.5,677.3,341.65,470.1,30.2,88.45,207.5,183.05,753.5,391.85,327.55,347.9,1274.5,259.45,889.5,786.4,613.75,188.2,1266.05,100.2,253.5,248.65
3/2/2009,438.35,145.55,319.85,49,280.05,,377.1,76,616.8,1219.05,,1323.85,459.85,201.5,159.05,216.55,178.85,664.45,506.2,902.5,100.05,191,994.5,38.05,92.4,994.35,674.6,316.35,452.05,28.6,84.6,203.4,178.95,768.7,398.75,304.4,323.1,1240.45,246.05,845.7,773.35,584.2,171.95,1225.65,94.4,244.8,245.65
3/3/2009,445,141.85,310.7,46.9,283.4,,385.15,73.25,601.15,1197.6,,1363.3,446.2,196.45,155.25,214.65,178.8,648.45,486.15,900.7,98.4,192.5,974.35,37.4,89.1,971.8,671.25,306.6,457.95,28.55,78.9,200.9,172.05,720.25,397.2,295.6,324.9,1201.3,237.6,831.5,742.3,572,170.6,1196.85,94.55,241.65,244.85
3/4/2009,444.25,143.1,314.3,45.95,282.1,,387.15,76.05,600.65,1199.2,,1419.55,460.55,200.85,156.65,214,179.85,663.85,490.85,928.25,97.85,202.55,956.95,38.6,91.55,972.7,683.3,314,475.3,28.1,74.9,205.95,173.7,702.4,389.8,284.9,322.15,1160.9,233.95,839,736.05,580.45,177.85,1211.1,95.05,240.85,250.75
3/5/2009,436.9,139.35,311.3,43.55,274.85,,377.35,73.9,589.75,1181.95,,1385.35,463.2,199.95,151.8,211.45,172.8,650.05,487.2,936.35,96.5,201.6,934.35,37.6,91.7,996,668.25,310.8,477.4,27.4,74.15,206.7,167.05,709.25,374,270.05,300.7,1151.25,216.4,801.4,728.45,568.75,177.3,1149.8,92.8,230.15,247.55
3/6/2009,432.45,138.65,317.9,42.45,272.7,,379.3,72.6,602.25,1219.35,,1401.55,481.7,202,156.75,214.05,177.65,673.35,486.75,928.5,99.7,203.65,941.1,39.45,92.55,1020.9,649.65,309.8,497.5,28.45,75.75,213.3,164.55,727.55,385.6,269.15,294.95,1220.25,226.85,801.8,736.45,580.85,174.4,1169.9,94.1,223.95,254.25
3/9/2009,407.3,136.65,317.2,41.6,255.65,,354.05,72.1,587.75,1202.05,,1394.25,463,204.85,152.35,216,176.65,666.4,494.05,935.45,93.85,202.3,895.3,37.95,90.95,978.15,651.9,297.9,467.55,28.05,75.05,206.3,158.35,712.2,376.65,262.95,281.4,1255.8,223.05,798.75,719.8,562.05,163.3,1153.35,91.1,216.25,262.95
3/12/2009,407.2,146.05,328.45,42.3,254.45,,354.95,76.05,548.45,1227.8,,1407.4,477.4,212.85,155.9,216.1,174.05,682.55,517.1,970.4,90.45,203.75,911.25,39.6,93.6,1027.65,689.75,297.9,454.6,28.9,80,212.05,161.85,702.4,398.05,284.15,304.5,1290.2,231.25,798.65,709.15,576.1,165.55,1202,89.7,225.65,263.9
3/13/2009,402.7,161.7,344.8,43.85,241.8,,345.05,79.65,557.65,1297.05,,1498.2,506.85,210.2,167,216.2,170.25,706.4,520.1,961.5,93,202.95,953.05,42.25,94.9,1017.75,713.15,311.7,471,29.75,86.25,224.9,165.35,720.8,412.5,308.65,329.9,1377.5,243.75,834.25,726.5,615.2,181.35,1284.25,96.2,229.4,255.75
3/16/2009,415.85,166.7,373.9,44.1,261.6,,359.9,83.3,571.3,1287.8,,1475.6,519.8,220.25,168.7,215.5,171.15,715.6,535.6,964.6,95.9,201.7,987.05,42.75,95.9,999.25,698.75,312.2,482.5,30.1,93.25,228.4,170.1,741.75,433.9,322.8,342.55,1392.85,250.1,844.85,725.3,626.9,185.35,1327.6,101.65,235.45,255.25
3/17/2009,406.15,171.9,375,44.7,259.95,,354.6,83.15,571.55,1265.5,,1460.95,497.55,215.55,168.6,211.15,173.85,715.9,542.5,973.7,100.45,200.6,950.05,43.7,96.3,992,709.75,310.35,478.4,30.25,88,227.8,173.4,735.1,424.95,323.4,325.5,1364.6,250.9,828.15,741.45,617.6,184.8,1300.2,101.1,233.4,264.95
3/18/2009,387.55,176.4,363.6,45.6,248.45,,340.75,84.85,569.75,1278.05,,1470.2,505.15,221.95,176.5,208.3,175.1,723.85,577.6,997.9,97.85,199.7,960.3,45.1,95.6,997.45,717.6,326.6,464.25,30.7,88.3,230.55,169.6,743.6,436.8,334.65,340.7,1354,256.85,843,755.15,635.75,182.55,1331.4,102.75,232.3,266.1
3/19/2009,387.2,171.7,352.6,45.4,248.45,,339.1,85.25,570.7,1297.2,,1461.25,514.95,220.25,172.95,208.7,178.6,731.2,561.7,990.9,95.9,197,968.7,45.1,96.2,1021.6,730.9,312.65,473.1,30.6,89.2,232.6,169.75,726.9,436.4,337.9,358,1387.95,269.3,832.4,746.7,609.4,182.55,1345.7,104.55,230.3,273.35
3/20/2009,384.7,160.9,355.5,44.7,238.1,,332.95,87.15,569.4,1296.2,,1464.6,509.8,220.75,176.25,209.25,177.55,755,558.2,997.65,100,197.65,954.7,47.65,96.6,1036.4,710.95,314.3,471.65,30.3,88.35,231.05,169.2,726.25,422.45,323.05,342.4,1410.8,257.05,839.3,745.05,585.1,187.2,1339.2,104.25,233.3,275.85
3/23/2009,385.35,166.15,368.85,46.25,238.75,,340.05,88.6,593.2,1331.3,,1526,519.65,234.4,194.4,216.1,183.7,794.2,579.75,1000.95,100.25,201.7,1023.55,52.05,98.2,1084.45,733.1,322.15,509.85,31.25,93.8,239.3,174.4,745.95,435.7,346.8,373.65,1527.9,272.45,885,749.9,604.75,201,1438.45,103.95,238.6,277.45
3/24/2009,391.4,162.45,374.7,48.65,252.2,,349.95,86.1,603.7,1320.75,,1523.5,521.65,226.15,187.35,216.3,181.2,779.2,588.55,1008.1,104.3,203.3,1032.25,50.05,98.4,1067.15,734.05,314.3,512.45,30.7,98,243.35,174.95,729.15,425.2,355.45,371.95,1564.85,268.55,941.7,760.4,607.85,192.3,1452.45,104.5,239.25,274.2
3/25/2009,392.2,160.35,378.65,49.85,251.35,,350.7,88.9,591,1338.95,,1549.25,526,233.8,194.75,211.25,177,763.7,615.95,1011.2,104.15,203.55,1049.95,49.85,97.05,1062.65,733.9,324.2,512.75,31.15,95.05,242.55,177.75,736,425.25,365.55,398.1,1594,277.65,972.15,758.45,623.6,194.4,1532.2,103.85,234.65,271.4
3/26/2009,397.6,175.9,385.6,53.85,257.2,,359.3,98.4,621.85,1379.15,,1601.15,558.45,236,205.45,230.6,181.3,807.6,619.35,1031.65,105.6,208.5,1095.5,52.45,96.25,1073.85,770.15,321.6,519.95,33.35,98,255.5,185.1,779.4,444.85,375.05,421.4,1656.45,294.6,993.4,770.15,662.15,203,1565.5,101.35,239.75,268.5
3/27/2009,397.7,188.9,385.6,55.45,259.8,,364.15,107.8,621.85,1344.9,,1602.95,574.85,240.95,223.2,224.05,182.1,808.25,624.4,1090.8,106.35,219.4,1124.3,55.1,94.55,1080.5,768.5,308.15,529.2,34.35,97.6,253.05,186.3,777,474.25,385.2,431.05,1585.4,301.7,1001.45,777.15,680.4,230.5,1548.75,104.9,240,275.5
3/30/2009,386.35,172,369.5,49.95,263.9,,369.2,102.3,609.65,1301.3,,1535,523.25,233.3,196.35,213.35,183.5,782.45,610.4,1047.45,106,217.4,1022.35,50.15,94.55,1085.05,758.2,318.1,530.95,31.75,96.1,241.05,178.85,784.05,466.35,338.1,397,1446.8,269.55,945.5,795.5,651.65,213.75,1516.45,99.75,239.75,261.5
3/31/2009,387.8,180.3,383.65,50,269.25,,376.05,99.6,625.75,1323.9,,1582.15,538.55,245.6,205.9,217.45,179.85,780.2,618.45,1071.15,106.35,220.05,1067.1,52.05,95.6,1111.45,779.85,323.3,551.35,32.1,98.25,245.9,184.85,781.75,490.2,332.8,414.95,1412.2,282.2,973.4,786.35,671.4,232.85,1524.75,102.05,237.5,265.1
4/1/2009,392.05,180,394.95,51.65,263.75,,364.8,100.1,614.85,1373.75,,1548.35,544.5,249.2,209.8,218.55,178.5,804.3,634.4,1039.75,106.15,218.85,1077.45,52.85,91.95,1065.45,792.5,340.8,535.2,33.25,104.65,252.4,184.35,784.65,482,349.35,418.15,1505.8,299.45,1000,786.05,672.45,251.05,1581.25,100.75,236.45,272.4
4/2/2009,405.15,203.65,420.55,53.75,270.65,,372.9,105.2,638.7,1419.4,,1602.35,578.75,259.7,225.1,219.15,183.75,871.35,640.75,1029.6,111.05,225.2,1147.05,56.5,93.6,1066.8,794.55,347.25,549.15,33.9,106.1,270.1,185.3,814.45,502.5,360.7,439.6,1576.9,340.45,1036.55,799.55,717.75,305.15,1661.35,106.95,231,280.9
4/6/2009,406.35,210.05,459.7,53.95,259.8,,374.4,105.65,659.75,1414.05,,1567.45,579.55,256.35,235.65,209.9,184.6,886.8,655.45,1063.95,116.55,221.3,1124.75,60.15,92.5,1069.85,799.1,385.15,537.95,36.55,105.3,269.5,179.8,842.75,514.1,374.8,435.25,1698.35,370.1,1064.15,783.5,770.3,311.15,1671.6,111.85,227.4,309.2
4/8/2009,420.65,223.55,448.2,56.8,262.25,,384.65,106.4,662.3,1425.15,,1563.5,604.15,275.15,243.05,197.45,196.9,905.25,635.6,1078.25,119.5,232.35,1123.75,58.2,97.4,1116.8,817.3,365.65,542.25,37.9,106.75,282.35,189.85,904.15,520.5,376.4,443.55,1708.5,361.45,1046.75,781.15,806.95,305.6,1725.15,124.3,241.3,316.3
4/9/2009,427.7,226.8,436.4,62.65,262.25,,384.3,112.55,666.05,1427,,1595.1,602.55,268.2,261.1,206,194.2,884.5,607.15,1066.45,124.4,227.2,1140.3,58.95,95.95,1127.55,809.1,378.3,529.4,38.6,108.35,274.45,187.15,885.15,517.1,397.8,445.6,1705.1,371.7,1044.4,787.45,832.45,347.55,1735.75,122.2,233,320.35
4/13/2009,428.2,252.15,449,68.9,253.45,,369.8,115.75,663.3,1409.3,,1566.05,592.25,257.65,283.15,190.8,192.2,895.75,605.55,1058.8,127.6,227.1,1217.9,59.45,94.65,1148.65,822.8,380.1,533.85,40.8,114.45,268.75,187,817.6,529.7,416.6,461.85,1688.65,399.6,1098.35,820.75,826.4,358.55,1773.55,128.1,230,358.35
4/15/2009,425.3,281.5,473.25,74.05,252.55,,368.5,119.15,685.05,1370.6,,1621.05,577.7,254.3,293,199.1,197.7,895.25,635.25,1068.6,136,241,1294.8,62.4,97.1,1218.05,846.6,399.7,561.2,42.25,125.05,268.95,185.15,826.35,545.95,442.9,504.2,1770.8,426.1,1082.75,875.25,878.25,367.55,1830.05,131.75,235.45,368.4
4/16/2009,424,241.45,454.5,67.95,263.65,,384,110.05,667.8,1345.2,,1610.3,572.05,249.8,269.1,189.65,195.7,851.35,658.85,1077.6,130.1,239.15,1260.85,57.9,94.6,1238.85,855.15,380.2,546.55,39.2,123.65,277.6,191.7,799.55,526.95,427.55,472.1,1754.3,396.5,1066.1,904.05,832.05,330.9,1735,122.15,239.15,350.8
4/17/2009,434.3,235.8,452.1,70.35,267.15,,388.25,110.7,680.55,1397.3,,1634,573.1,254.9,258.2,195.85,193.5,864.25,665.45,1110.15,127.7,230,1304.8,55.1,97.5,1206.45,836.2,377,566.05,40.15,123.95,274.95,188.45,801,535.75,440.85,503.25,1799.55,399.8,1071.9,917.8,869.25,315.65,1716.95,129,239.1,334.8
4/20/2009,437.4,245.9,449.75,74,267.75,,387.3,116.3,688.2,1393.45,,1594.25,561.4,253.45,262.65,198.8,186.7,864.15,648.3,1125.25,134.45,222.7,1294.65,53.6,101.9,1182.6,836.35,378.8,571.6,42.65,126.25,273.75,184.7,809,544.45,426.65,509.85,1751.7,397.75,1067.1,929.05,884.25,325.55,1715.4,136.9,238,333.65
4/21/2009,438.15,233.3,438.05,79.95,268.75,,385.95,115.25,719.5,1362.45,,1604.85,550.75,252.95,244.2,199.9,187.15,863.15,632.3,1100.95,120.7,233.3,1253.8,55.65,100,1222.9,788.75,379.6,566.5,43.8,122.4,274.5,188.65,789.95,535.85,398.75,493.95,1750.7,383.95,1087.1,888.35,853.3,316,1706.1,138.15,242.9,318.1
4/22/2009,439.1,232.65,424.25,76.5,266.9,,384.2,115.15,712.6,1381.1,,1590.3,542.95,247.2,240.9,198.4,187.3,839.3,634.4,1081.15,126.5,227.15,1231.35,54.65,96.65,1182.4,754.15,386.8,567.15,41.85,119.6,281.05,190.5,763.3,553.25,400.05,472.15,1742.15,369.3,1089.35,894.25,826.35,313.6,1718,125.05,240.6,306.2
